,patent_id,type,country,date,abstract,title,kind,num_claims,withdrawn,subsection_id,Citation#
1207684,11079941,utility,US,03/08/2021,"Methods and systems for managing, storing, and serving data within a virtualized environment are described. In some embodiments, a data management system may manage the extraction and storage of virtual machine snapshots, provide near instantaneous restoration of a virtual machine or one or more files located on the virtual machine, and enable secondary workloads to directly use the data management system as a primary storage target to read or modify past versions of data. The data management system may allow a virtual machine snapshot of a virtual machine stored within the system to be directly mounted to enable substantially instantaneous virtual machine recovery of the virtual machine.",Data management system,B2,20,0,G06,3
606480,10586335,utility,US,10/03/2020,"Techniques are provided for segmentation of a hand from a forearm in an image frame. A methodology implementing the techniques according to an embodiment includes estimating a wrist line within an image shape that includes a forearm and a hand. The wrist line estimation is based on a search for a minimum width region of the shape that is surrounded by adjacent regions of greater width on each side of the minimum width region. The method also includes determining a forearm segment, and a hand segment that is separated from the forearm segment by the wrist line. The method further includes labeling the forearm segment and the hand segment. The labeling is based on a connected component analysis of the forearm segment and the hand segment. The method further includes removing the labeled forearm segment from the image frame to generate the image segmentation of the hand.",Hand segmentation in a 3-dimensional image,B2,22,0,G06,0
492301,10489186,utility,US,26/11/2019,"A system for providing real-time streaming of data in non-POSIX formats to systems in POSIX formats in the general context of system backup and recovery. The system uses an index to manage storage and retrieval of data in non-POSIX formats. While retrieving the backup, the system presents a virtual volume to a hypervisor or other similar device to create a virtual machine that allows the user to make read or write requests with respect to the backup before it is completely restored. The system merges any changes to the virtual volume, due to write requests, with the complete, backed-up volume. In one embodiment, a system backup is stored in object storage and can be recovered in real-time, allowing a user to access and use the system before it has finished recovering.",Systems and methods for real-time file storage and retrieval,B1,17,0,G06,0
2276133,8171032,utility,US,01/05/2012,"This invention relates to customized electronic identification of desirable objects, such as news articles, in an electronic media environment, and in particular to a system that automatically constructs both a “target profile” for each target object in the electronic media based, for example, on the frequency with which each word appears in an article relative to its overall frequency of use in all articles, as well as a “target profile interest summary” for each user, which target profile interest summary describes the user's interest level in various types of target objects. The system then evaluates the target profiles against the users' target profile interest summaries to generate a user-customized rank ordered listing of target objects most likely to be of interest to each user so that the user can select from among these potentially relevant target objects, which were automatically selected by this system from the plethora of target objects that are profiled on the electronic media. Users' target profile interest summaries can be used to efficiently organize the distribution of information in a large scale system consisting of many users interconnected by means of a communication network. Additionally, a cryptographically-based pseudonym proxy server is provided to ensure the privacy of a user's target profile interest summary, by giving the user control over the ability of third parties to access this summary and to identify or contact the user.",Providing customized electronic information,B2,9,0,G06,0
11993,10013385,utility,US,03/07/2018,"A data processor includes an input/output bridge that provides enforcement of a security status on transactions between devices across the bridge. The bridge includes circuitry to parse a received request to obtain one or more identifiers, and compare the identifiers against one or more programmable lookup tables. Based on this comparison, the bridge can determine the security status of the transaction, as well as selectively forward the transaction based on the security status.",Programmable validation of transaction requests,B2,20,0,G06,0
3519226,9939991,utility,US,10/04/2018,"A tile visualization has a window with a swim lane area and a panel area for displaying tiles that represent hierarchical data items. Tiles may be styled as cards. The swim lane displays an active tile and its immediate ancestors in a row or column. The active tile may be identified by a visual indicator. The panel displays one or more levels of the active tile's descendants. The descendants may be arranged in a matrix, or in columns each headed by an immediate descendant. The swim lane and panel are scrollable. A user can navigate up in the hierarchy by activating a tile in the swim lane, or down by activating a tile in the panel. Users may select one or more tiles without activating them.",Tile visualizations for navigating hierarchical data on mobile devices,B2,20,0,G06,0
2898147,9208137,utility,US,08/12/2015,"A method identifying an element in a document corresponding to an edit selected from a list of available edits to distinguish the selected edit from the other edits in the list. The identifying may reflect the type of edit, or otherwise demonstrate the change to the element effectuated by the edit. Multiple edits may be selected and temporarily highlighted or otherwise identified in chronological order to demonstrate the effect of multiple edits on the elements of the document.",Method to preview an undo/redo list,B2,27,0,G06,0
1161626,11042446,utility,US,22/06/2021,"An illustrative “Live Synchronization” feature creates and maintains a ready standby “synchronized application” that is available to take over as a failover solution for a “primary” application that operates in a production environment, but will do so on a different computing platform (e.g., physical server, virtual machine, container, etc.), and possibly on a differed kind of computing platform than, the primary. The illustrative system has specialized features and components for discovering and singling out each primary application and identifying and locating its disk image, e.g., VMDK file. The application is Live Synched to the standby/failover application without reference to whether and how other co-resident applications might be treated. The standby/failover destination supporting the synchronized application may be located anywhere, whether in the same data center as the primary or geographically remote or in a private or public cloud setting.",Application-level live synchronization across computing platforms such as cloud platforms,B2,20,0,G06,11
1686282,6574650,utility,US,03/06/2003,"In order to provide an approximate solution having high accuracy to a given partial differential equation made up of one of a Poisson equation, diffusion equation or other partial differential equation similar in form to a Poisson or diffusion equation, the given equation being applied on a plurality of grid points dispersed at irregular intervals, a program is generated in which not only the dependent variable of the original equation is used, but in addition first order derivatives thereof also are input independently as additional dependent variables, the program thereby serving to execute and solve discretized equations using discretized expressions made up of high accuracy second and third order derivative terms of a dependent variable of the given partial differential equation.","Program generation method for calculation of a Poisson equation, diffusion equation, or like partial differential equation performed on irregularly dispersed grid points",B1,14,0,G06,0
1350649,11188815,utility,US,30/11/2021,"A neuromorphic synapse array is provided which ensures that a neuron model as such McCulloch-Pitts is dependent on nonlinearity with a single polarity weight cell. The neuromorphic synapse array includes a plurality of synaptic array cells, a plurality of operation column arrays, and a reference column array. The synaptic array cells respectively have a single polarity synapse weight and are classified into operation synapse cells and reference synapse cells for shifting a product-sum of the operation synapse cells. The operation column arrays are defined by the operation synapse cells aligned in column of the array. The reference column array is defined by the reference synapse cells aligned in column of the array.",Weight shifting for neuromorphic synapse array,B2,20,0,G06,0
1229181,11093748,utility,US,17/08/2021,"Various embodiments of the present disclosure provide systems and method for visual search and augmented reality, in which an onscreen body of visual markers overlayed on the interface signals the current state of an image recognition process. Specifically, the body of visual markers may take on a plurality of behaviors, in which a particular behavior is indicative of a particular state. Thus, the user can tell what the current state of the scanning process is by the behavior of the body of visual markers. The behavior of the body of visual markers may also indicate to the user recommended actions that can be taken to improve the scanning condition or otherwise facilitate the process. In various embodiments, as the scanning process goes from one state to another state, the onscreen body of visual markers may move or seamlessly transition from one behavior to another behavior, accordingly.",Visual feedback of process state,B2,20,0,G06,0
1794870,7006238,utility,US,28/02/2006,"A method for manipulating an electronic document automatically created by an application program is disclosed. The method comprises the step of identifying a user involved manipulation of the electronic document to determine if the invoked manipulation is one of a predetermined group of manipulations. If the invoked manipulation is not a member of the group, then the invoked manipulation is allowed to proceed. However, if the invoked manipulation is a member of the group, then the manipulation is allowed to proceed only in respect of predetermined portion of the electronic document.",Print enablement in software systems,B1,28,0,G06,0
2483019,8573478,utility,US,05/11/2013,"A system and related methods of correcting errors during check or financial document processing by a bank of first deposit or other entity receiving a paper check or financial document, or by a second bank on whose accounts the checks were written. These corrections can be performed by the computer system of the bank of first deposit, the computer system of the second bank, or both. MICR or other data may be sent in electronic format from the bank of first deposit or other entity without qualification.",Image exchange without full MICR qualification,B2,15,0,G06,0
30808,10032333,utility,US,24/07/2018,"A system and method for communicating between a mobile communication device and a venue apparatus is disclosed herein. The system comprises a mobile communication device, a venue apparatus, and a wireless local area network (WLAN) for a venue. The venue apparatus comprises a beacon for transmitting low energy BLUETOOTH transmissions. The mobile application is configured to verify a transmission from the venue apparatus in a registry when the mobile communication device is within three feet of the venue apparatus.",System and method for communicating between a mobile communication device and a gaming device,B1,11,0,G06,0
1629970,6292884,utility,US,18/09/2001," A reorder buffer is provided which stores a last in buffer (LIB) indication corresponding to each instruction. The last in buffer indication indicates whether or not the corresponding instruction is last, in program order, of the instructions within the buffer to update the storage location defined as the destination of that instruction. The LIB indication is included in the dependency checking comparisons. A dependency is indicated for a given source operand and a destination operand within the reorder buffer if the operand specifiers match and the corresponding LIB indication indicates that the instruction corresponding to the destination operand is last to update the corresponding storage location. At most one of the dependency comparisons for a given source operand can indicate dependency. According to one embodiment, the reorder buffer employs a line-oriented configuration. Concurrently decoded instructions are stored into a line of storage, and the concurrently decoded instructions are retired as a unit. A last in line (LIL) indication is stored for each instruction in the line. The LIL indication indicates whether or not the instruction is last within the line storing that instruction to update the storage location defined as the destination of that instruction. The LIL indications for a line can be used as write enables for the register file. ",Reorder buffer employing last in line indication,A,20,0,G06,7
3094751,9448966,utility,US,20/09/2016,"System and method embodiments are provided to implement highly scalable and high availability (HA) clusters in massively parallel processing (MPP) systems. The embodiments include a method to build a highly scalable MPP HA cluster, which provides HA to the cluster while allowing it to scale to relatively larger number of nodes. An embodiment apparatus includes a plurality of data processing nodes distributed in a plurality of corresponding sub-clusters and configured to exchange heart-beat messages between each other within limit of each of the corresponding sub-clusters to maintain sub-cluster membership integrity and detect failures in the corresponding sub-clusters. The sub-clusters are arranged in a fan-out tree hierarchy and configured to prevent heart-beat messaging between each other.",System and method for creating highly scalable high availability cluster in a massively parallel processing cluster of machines in a network,B2,21,0,G06,5
154831,10163015,utility,US,25/12/2018,"A system for detecting and identifying foliage includes a tracking component, a tracking parameters component, and a classification component. The tracking component is configured to detect and track one or more features within range data from one or more sensors. The tracking parameters component is configured to determine tracking parameters for each of the one or more features. The tracking parameters include a tracking age and one or more of a detection consistency and a position variability. The classification component is configured to classify a feature of the one or more features as corresponding to foliage based on the tracking parameters.",Detecting foliage using range data,B2,17,0,G06,1
1800953,7026832,utility,US,11/04/2006,"A probe mark reading device for reading probe marks stormed on electrode pads of semiconductor chips contained in a semiconductor wafer (90), comprising a CCD camera (20) for taking an image of the semiconductor wafer (90) and outputting the image as an image signal Si, an optical unit (21) for optically enlarging a location to be photographed by the CCD camera (20), a light source (30) for illuminating the location to be photographed by the CCD camera (20) with a flash of light generated for a short period of time from when a flash signal Sf is provided, an X-Y stage (40) capable of changing a position to be photographed by the CCD camera (20) based on a motor control signal Sm by moving a mounted semiconductor wafer (90) in an X-direction and a Y-direction, and a computer (10) for providing control and saving the images after receiving and trimming the image signal Si. With the above configuration, it is possible to read probe marks in a short time without a user having to expend much time or effort.",Probe mark reading device and probe mark reading method,B2,13,0,G06,5
142298,10152202,utility,US,11/12/2018,"The disclosed are a mobile device and a method for responding to events of a user interface of a mobile device. The method comprises: detecting a first trigger action on the user interface; calculating a coordinate of the position where the first trigger action occurs; according to the coordinate, determining that a response region to which the position belongs is the ith to the nth layer of response region, wherein iϵ[1, n]; judging whether the position belongs to the valid region of the ith layer of response region, and if yes, responding to the first trigger action in the ith layer of response area; otherwise, updating i to i+1, repeating this step until i is equal to n+1. By means of the above-mentioned solution, a mobile device is enabled to accurately respond to an operation of a user on the sector user interface.",Mobile device and method for responding to events of user interface of mobile device,B2,25,0,G06,7
1649939,6389540,utility,US,14/05/2002,"A system regulates access to resources requested by an operation executing on a computer. The operation invokes a plurality of methods that operate upon code during execution. The system includes a policy file, a call stack, and an execution unit. The policy file stores permissions for each of the resources. The permissions authorize particular types of access to the resource based on a source of the code and an executor of the code. The call stack stores representations of the methods and executors in an order of invocation by the operation. The execution unit grants access to the resource when the types of access authorized by the permissions of all of the methods and executors on the call stack encompass the access requested by the operation.",Stack based access control using code and executor identifiers,B1,9,0,G06,40
615190,10593084,utility,US,17/03/2020,"Systems, methods, and non-transitory computer-readable media can provide a creative tools interface that includes one or more options for visually modifying at least one media content item to be posted through a social networking system. At least one visual modification is applied to the media content item in response to a user selection of one or more of the options. The visually modified media content item is posted through the social networking system, wherein the user designates whether the visually modified media content item is posted as an ephemeral media content item or as a non-ephemeral media content item.",Systems and methods for content interaction,B2,17,0,G06,0
2386629,8392880,utility,US,05/03/2013,"Embodiments of the invention provide application development tools that allow developers to rapidly build database-aware applications and database unit tests. Embodiments of the invention support multiple scenarios for database-aware application development, including beginning from a database table and automatically creating application code to access the table, beginning from an existing database query, beginning from existing application code that accesses a database, and hybrids or variations of these approaches.",Rapid application development for database-aware applications,B2,24,0,G06,2
203055,10210558,utility,US,19/02/2019,"Offline functionality-based co-ranking and clustering is carried out on a knowledge base that characterizes a heterogeneous information technology services network including a plurality of services, a plurality of providers, and a plurality of attributes. Results of the functionality-based co-ranking and clustering are stored as annotations of the services and the providers in the knowledge base, to obtain an annotated knowledge base. A service requirement is obtained from a customer requiring information technology services. The annotated knowledge base is queried, based on the service requirement; and an ordered list of at least given ones of the services, based on the querying, is returned to the customer.",Complex service network ranking and clustering,B2,14,0,G06,0
460077,10459626,utility,US,29/10/2019,"A method and an apparatus input test in a touch screen terminal. The method comprises designating a certain region on a keyboard interface picture, not permitting text input through a keyboard when touch drag started from the designated region is sensed and acquiring a path of the touch drag, acquiring a path of following touch drag when at least the one or more following touch drag are sensed, and reading out at least the acquired one or more paths by cursive character recognition, deducing a character, determining the deduced character as an input target, and permitting the text input through the keyboard.",Text input method in touch screen terminal and apparatus therefor,B2,17,0,G06,9
658023,10634760,utility,US,28/04/2020,A computer-implemented system and method for object tracking via identifier-tracker pairings is provided. An identifier with data for a tracker is received. The tracker is paired with the identifier and also associated with an object. The tracker is identified based on the received identifier. A location of the tracker is determined by obtaining readings regarding the tracker on a periodic or continuous basis and calculating the tracker location from the last obtained readings or by requesting readings regarding the tracker upon receipt of the identifier and calculating the tracker location from the requested readings. The location of the tracker is designated as a location of the object associated with the tracker.,Computer-implemented system and method for object tracking via identifier-tracker pairings,B2,20,0,G06,1
75518,10082892,utility,US,25/09/2018,"Button functionalities for user interfaces, e.g., for use with a portable multifunction device, are disclosed. Exemplary button functionalities are described for an electronic device with a display, a rotatable and depressible input mechanism, and/or a button. Different device features may be accessed, depending on whether the rotatable and depressible input mechanism or the button is activated, and further depending on whether the activation represents a single press, a double press, or an extended press on the rotatable and depressible input mechanism or the button.",Button functionality,B2,75,0,G06,11
2929883,9247607,utility,US,26/01/2016,"A single wire serial interface for power ICs and other devices is provided. To use the interface, a device is configured to include an EN/SET input pin. A counter within the device counts clock pulses sent to the EN/SET input pin. The output of the counter is passed to a ROM or other decoder circuit. The ROM selects an operational state for the device that corresponds to the value of the counter. In this way, control states may be selected for the device by sending corresponding clock pulses to the EN/SET pin. Holding the EN/SET pin high causes the device to maintain its operational state. Holding the EN/SET pin low for a predetermined timeout period resets the counter and causes the device to adopt a predetermined configuration (such as off) until new clock pulses are received at the EN/SET pin.",Single wire serial interface utilizing count of encoded clock pulses with reset,B2,29,0,G06,23
3365536,9760493,utility,US,12/09/2017,"A method of updating a cache data structure that includes first, second, and third queues includes the step of storing contents of a data item in a cache location in response to a read or write input/output operation (IO) that accesses the data item. If the data item is not tracked in any of the first, second, and third queues, the data item is added to the first queue with the cache location of the data item. On the other hand, if the data item is tracked in the second queue, the data item is added to the third queue with the cache location of the data item.",System and methods of a CPU-efficient cache replacement algorithm,B1,20,0,G06,0
2672146,8888004,utility,US,18/11/2014,A finger sensing device may include an array of finger sensing pixels to receive a user's finger adjacent thereto. Each finger sensing pixel may include a finger sensing electrode. The finger sensing device may include a finger drive electrode configured to couple a drive signal through the user's finger to the array of finger sensing pixels. The finger sensing device may also include differential pixel measurement circuitry coupled to the array of finger sensing pixels and configured to generate a plurality of interpixel difference measurements for adjacent pairs of the finger sensing pixels.,Finger sensing device including differential measurement circuitry and related methods,B2,23,0,G06,8
1024936,10936406,utility,US,02/03/2021,"One example method includes exposing a block storage which is distributed across a group of multiple sites, receiving a primary write request that identifies data to be stored, separating data identified in the primary write request into multiple data pieces, encoding the data pieces by creating multiple new blocks of data based on the multiple data pieces, where the data pieces are encoded in such a way that when a sufficient number, but fewer than all, of the multiple new blocks of data are retrieved, the data identified in the write request is recoverable by decoding, and writing the new blocks of data to different respective sites of the group, where writing of the new blocks of data is performed in conjunction with a plurality of secondary write requests, each of which corresponds to one of the new blocks of data.",Multi cloud transactional storage for availability and security,B2,20,0,G06,0
300788,10310924,utility,US,04/06/2019,"A read reclaim method of a storage device includes detecting, at a cycle of a random number of read operations, the number of error bits within non-selection data stored in each of a plurality of memory blocks. A memory block having the number of detected error bits, with respect to the number of read operations, increasing at a rate greater than a reference rate over one or more cycles of the random number of read operations is selected as a weak block. The number of error bits within non-selection data stored in the weak block is detected at a cycle of a fixed number of read operations. A detection is made of whether the number of error bits detected according to the fixed-number cycle is greater than or equal to a read reclaim reference. The non-selection data is data not requested by a host.",Storage device and read reclaim method thereof,B2,17,0,G06,0
2686890,8913151,utility,US,16/12/2014,A digital camera that has a CMOS image sensor and a central processor. The central processor has four processing units and an image sensor interface integrated onto a single chip. The image sensor interface receives data from the CMOS image sensor and the four processing units simultaneously process the data.,Digital camera with quad core processor,B2,9,0,G06,256
1460440,5388212,utility,US,07/02/1995," A database unit monitors the communications occurring within at least one communication system for hardware identification codes of communication or broadcast units. Upon detecting the hardware identification code, the database unit compares the one received with a stored hardware identification code for the unit. When the stored hardware code does not match the one received, the database unit indicates that the unit has undergone an unauthorized modification. ",Detecting unauthorized modification of communication unit based on comparison between stored hardware identification code and hardware identification code generated from operational platform identification code,A,12,0,G06,0
1679037,6539396,utility,US,25/03/2003,"A system and method for implementing an association of business objects without retrieving said objects from a database on which they are stored. A business object in the business cache is provided and an instance of an associated object is stored on a database. An association of the business object with the instance of the associated object is determined. An object identifier is generated containing information including the determination association which is necessary to retrieve the instance of the associated object from the database, wherein the object identifier includes a unique row identifier, an identifier generated by a utility, and a unique string generated from one or more attributes. The object identifier is loaded when the business object starts. A location of the instance of the associated object on the database is determined from the object identifier and the instance of the associated object is retrieved from the database.",Multi-object identifier system and method for information service pattern environment,B1,15,0,G06,1
3107416,9463387,utility,US,11/10/2016,"A system for detecting inappropriate content in a virtual world environment has, and a corresponding method utilizes, a rating unit for rating each of one or more virtual objects based upon its content. The system has, and the method utilizes, a tagging unit for tagging each of the one or more virtual objects with its respective rating, an object tagging database for storing ratings of the one or more virtual objects, and a policy database for storing policies associated with the ratings and the regions. Further the system has, and the method utilizes, an object monitor for monitoring the movement of each of the one or more virtual objects, a security scanner for scanning each of the one or more virtual objects to determine the rating of each of the one or more virtual objects, and an enforcement module to enforce the policies of the policy database based upon the rating and the respective region.",System and method for detecting inappropriate content in virtual worlds,B2,20,0,G06,0
386845,10388016,utility,US,20/08/2019,"Systems, methods and media for detecting a seizure use one or more 3D cameras to monitor an individual. The 3D cameras may movements associated with the tonic or clonic phases of a seizure. A detection zone is used to monitor the individual via the one or more 3D cameras. As the individual moves, the detection zone is automatically adjusted such that zone remains around the person. Detected body position and/or movements, including rate of movement and duration of movement, consistent with a seizure may cause the system or media to alert the individual, a central monitoring system, caregivers, and/or others.",Seizure detection,B2,17,0,G06,3
3117908,9477262,utility,US,25/10/2016,A computing device can include a base portion including a keyboard and a base coupling mechanism fixedly coupled to the base portion where the base coupling mechanism includes a rotating receiver. The computing device can include a display portion having a display coupling mechanism configured to be removably coupled to the rotating receiver of the base coupling mechanism. The display coupling mechanism of the display portion can be configured to be coupled to the rotating receiver of the base coupling mechanism in response to the display portion being slidably moved with respect to the base portion when a viewable surface of the display portion is aligned along a plane substantially parallel to a plane along which the keyboard of the base portion is aligned.,Moveable display portion of a computing device including a clutch mechanism,B2,21,0,G06,4
903357,10838958,utility,US,17/11/2020,"In one respect, there is provided a distributed database system that includes a global scheduler node and a first local scheduler node. The global scheduler node can be configured to generate an execution plan for a query requiring data stored at and/or managed by a first and a second worker node assigned to the first local scheduler node. The execution plan can include a first fragment having operations to be performed by the first and second worker node. The first local scheduler node can be configured to coordinate the execution of a portion of the first fragment of the execution plan by distributing, to the first and second worker node, operations included in the first fragment of the execution plan, and routing, between the first and second worker node, messages associated with executing the first fragment of the execution plan. Related methods and computer program products are also provided.",Static hierarchy based query execution,B2,13,0,G06,0
642098,10620713,utility,US,14/04/2020,"Methods and systems for mobile device-based touchless control can include receiving an image of a user and applying a convolutional neural network to the image to determine a feature map. Further, a key-points map and an affinity-field map can be determined based on the feature map, and the pose of the user can be determined based on the maps. The methods and system further include identifying an activation gesture of the user and determining a validity of a bounding box associated with the pose of the user, and tracking the pose of the user and a portion of a body of the user for performing the touchless control. Further, the methods and systems include determining a mapping between the portion of the user's body and a cursor position associated with an application, and moving the cursor position to enable touchless user interaction. Embodiments use computer vision techniques to enable a resource-limited mobile device to conduct the aforementioned steps.",Methods and systems for touchless control with a mobile device,B1,19,0,G06,0
2110146,7814211,utility,US,12/10/2010,"Embodiments described herein provide a user with the ability to vary the encoding of a message object rather than being bound to a specific one, e.g., the text encoding for SOAP messaging. Accordingly, a message encoding factory is provided that is responsible for mapping a message object (e.g., SOAP Infoset) into raw octets suitable for wire transmission. By encapsulating the notion of a message encoder factory abstractly, embodiments allow users to vary the encoding of an Infoset without varying the programming model (or any other aspect of the system that uses message). In other words, embodiments herein separate the transport (e.g., TCP, HTTP, etc.) from the encoding, which allows users to use any number of encoding mechanisms—even their own proprietary ones.",Varying of message encoding,B2,10,0,G06,1
1696415,6618783,utility,US,09/09/2003,"The present invention provides a PCI bus switching architecture to allow a pair of PCI processors to have access to a common set of PCI I/O cards. More specifically, this design allows either cross-coupled processor to dynamically take over the operational controls of the common set of PCI I/O cards if the primary processor for the same become inoperative. The present invention achieves the objective by employing a point to point data link connection between each processor and their respective controllers for each common set of PCI I/O cards associated with a PCI bus.",Method and system for managing a PCI bus coupled to another system,B1,20,0,G06,0
2925535,9244551,utility,US,26/01/2016,"An apparatus, touch controller, and system for adaptive touch scanning is described herein. The apparatus includes logic to calculate a distance traveled between two consecutive touch samples, and logic to compare the distance traveled with a target distance to find an actual error. The apparatus also includes logic to update the scan rate based on the actual error.",Adaptive touch scanning,B2,17,0,G06,0
259081,10268485,utility,US,23/04/2019,"A networked system for managing a physical intrusion detection/alarm includes an upper tier of server devices, comprising: processor devices and memory in communication with the processor devices, a middle tier of gateway devices that are in communication with upper tier servers, and a lower level tier of devices that comprise fully functional nodes with at least some of the functional nodes including an application layer that execute routines to provide node functions, and a device to manage the lower tier of devices, the device instantiating a program manager that executes a state machine to control the application layer in each of the at least some of the functional nodes.",Constrained device and supporting operating system,B2,17,0,G06,12
928094,10860223,utility,US,08/12/2020,"One embodiment provides a computer system. The computer system comprises: a plurality of storage devices; and a first component functioning both as a network interface card and as an access switch, wherein the first component is configured to manage connections to the plurality of storage devices. A respective storage device comprises: an Ethernet port coupled to the first component; at least one microprocessor; a plurality of PCIe lanes; and a plurality of storage drives with non-volatile memory.",Method and system for enhancing a distributed storage system by decoupling computation and network tasks,B1,17,0,G06,1
41311,10043332,utility,US,07/08/2018,Delivery parcel detection systems can include a remote computing device and a doorbell configured to detect a delivery parcel. Methods of enabling a door to be unlocked to allow access to a delivery person may include sending a digital key to a remote computing device. Methods may include ways to ensure security of the building.,Doorbell package detection systems and methods,B2,29,0,G06,11
2885109,9189810,utility,US,17/11/2015,"In various example embodiments, systems and methods to mine product recommendations from query reformulation is provided. In example embodiments, a query that corresponds to a particular product is received. Transition data for the particular product is accessed. The transition data includes values indicating a number of search transitions based on a change in queries between the particular product and other products in previous session sets of queries. One or more recommendations based on the transition data is determined and provided to the user.",Mining product recommendation from query reformulations,B2,20,0,G06,0
779873,10736600,utility,US,11/08/2020,"An X-ray imaging detector comprises at least one wireless transceiver configured to download study data from at least one external server, a digital image sensor configured to generate a plurality of signals in response to x-rays incident on the imaging detector, and at least one processor communicatively coupled to the imaging detector and the radio. The at least one processor is configured to receive the plurality of signals and generate a digital representation of an x-ray image based on the plurality of signals and associate the digital representation to the study data.",X-ray imaging detector with independently sleepable processors,B2,25,0,G06,7
1111370,11003719,utility,US,11/05/2021,"The application provides a data writing/reading method. A switching device receives a key-value packet from a server, acquires a partition number, queries a partition view to obtain a storage disk address corresponding to the partition number, and converts the key-value packet into a storage disk packet by changing a destination address of the key-value packet to the storage disk address. The switching device sends the storage disk packet to a storage disk corresponding to the storage disk address.",Method and apparatus for accessing a storage disk,B2,21,0,G06,6
2618115,8804163,utility,US,12/08/2014,"For example, when a large number of printer objects is registered in a Windows® system, a large amount of resources is consumed. Thus, a single computer is not sufficient, so that a plurality of computers is used. This results in an increased cost. With an output port of a first printer object that is set to a spooler of an operating system, a plurality of second printer objects is associated. Specification of one of the second printer objects is associated with a print request to the first printer object, so that print-job data is output to a printer at an output destination associated with the specified second printer object.","Information processing apparatus, print controlling method, program, and computer-readable storage medium",B2,12,0,G06,8
1816525,7072860,utility,US,04/07/2006,"An electronic shopping mall in which customers can enjoy shopping including discount negotiations. The mall includes a shopping mall server that manages the electronic shopping mall, and a shop server that manages a virtual shop in the electronic shopping mall. In response to a discount request provided by the customer, the shopping mall server responds as to the discount to be borne by the electronic shopping mall to the customer. When a request for a further-discount which is beyond the discount to be borne by the electronic shopping mall is provided by the customer, the shopping mall server negotiates with the shop server for a discount to be borne by the virtual shop managed by the shop server.",Electronic shopping mall,B2,5,0,G06,12
997654,10915245,utility,US,09/02/2021,"Dynamically provisionable and allocatable memory external to a requesting apparatus may be provided. A request for primary memory may be made by an application executing on a client. An allocation logic unit may determine an allocation strategy in response to the request. As part of the allocation strategy, the allocation logic unit may identify memory appliances on which memory regions are to be allocated. The allocated memory regions may form the primary memory that is allocated to the requesting application. The allocation logic unit may send region allocation requests to region access unit of the respective memory appliances. The memory appliances on which the memory regions are allocated may be external to the client. The application may access the allocated memory regions via client-side access in which one or more processors in the client and/or the memory appliances are bypassed.",Allocation of external memory,B2,23,0,G06,1
3082702,9436216,utility,US,06/09/2016,There is provided an information processing apparatus including a case which is provided with an opening. Two or more functional units are allocated to the opening.,Information processing apparatus,B2,12,0,G06,0
2354666,8331875,utility,US,11/12/2012,An amplifier includes first and second amplifier circuits. The first amplifier circuit amplifies positive-phase input signal to obtain a first positive-phase signal and amplifies negative-phase input signal to obtain a first negative-phase signal. The second amplifier circuit includes first and second amplifier units. The first amplifier unit amplifies positive-phase input signal to obtain a second positive-phase signal and amplifies negative-phase input signal to obtain a second negative-phase signal. The second amplifier unit amplifies positive-phase input signal to obtain a third positive-phase signal and amplifies negative-phase input signal to obtain a third negative-phase signal. The positive-phase output signal is sum of first and second positive-phase signals while the negative-phase output signal is sum of first and second negative-phase signals. Or the positive-phase output signal is sum of first positive-phase signal and third negative-phase signal while the negative-phase output signal is sum of first negative-phase signal and third positive-phase signal.,Amplifier and communication apparatus,B2,10,0,G06,1
2826263,9116875,utility,US,25/08/2015,"According to one embodiment, a test circuit is provided comprising a tester configured to perform a test routine comprising a plurality of test commands for testing an electronic circuit, wherein the tester comprises a checker configured to, if a test command of the plurality of test commands is to be performed, check, whether there is currently a state in which performing the test command could lead to a damage of the electronic circuit and configured to, in case it determines that there is currently a state in which performing the test routine could lead to a damage of the electronic circuit, output a signal indicating that performing the test routine could lead to a damage of the electronic circuit.",Test circuit and method for processing a test routine,B2,18,0,G06,0
1470426,5467263,utility,US,14/11/1995," At one stage of an organization process for a home network, an electrical equipment waits for the designation of another remote electrical equipment in the same network. The waiting equipment transmits a designation request via the network. The electrical equipments affected by the request make their presence known, to an operator, in particular by flashing their indicator lamps. The operator designates one of the equipments by acting on any control of this object. The designated equipment transmits an answer message, which is accepted by the equipment initiating the designation request. The actions on the part of the operator create and organize a home network which is user friendly and simple to set up. ","Process for designating a distant functional object in a circuit, and functional units and installation pertaining thereto",A,16,0,G06,6
